,paper_id,all_content,only_nouns,keywords,all_content_sentences
165,1485,"['telemedicin', 'manag', 'cervic', 'disloc', 'mobil', 'neurosurgeon', 'neurosurg', 'team', 'normal', 'locat', 'specialist', 'centr', 'frequent', 'use', 'teleradiolog', 'make', 'decis', 'transfer', 'patient', 'nearest', 'neurosurg', 'depart', 'decis', 'depend', 'type', 'patholog', 'clinic', 'statu', 'patient', 'prognosi', 'transfer', 'patient', 'possibl', 'exampl', 'unstabl', 'clinic', 'statu', 'mobil', 'neurosurg', 'team', 'use', 'report', 'case', 'dealt', 'remot', 'french', 'militari', 'airborn', 'surgic', 'unit', 'republ', 'chad', 'unit', 'provid', 'health', 'care', 'french', 'militari', 'personnel', 'station', 'provid', 'free', 'medic', 'care', 'local', 'popul', 'conduct', '100', 'oper', 'month', 'unit', 'compris', 'surgeon', 'orthopaed', 'gener', 'surgeon', 'anaesthetist', 'anaesthet', 'nurs', 'oper', 'room', 'nurs', 'nurs', 'paramed', 'secretari', 'civilian', 'patient', 'present', 'unstabl', 'cervic', 'trauma', 'mobil', 'neurosurgeon', 'oper', 'use', 'telemedicin', 'surgeri']","['telemedicin', 'manag', 'cervic', 'disloc', 'mobil', 'neurosurgeon', 'neurosurg', 'team', 'specialist', 'centr', 'teleradiolog', 'decis', 'transfer', 'patient', 'neurosurg', 'depart', 'decis', 'type', 'patholog', 'clinic', 'statu', 'patient', 'prognosi', 'transfer', 'patient', 'possibl', 'exampl', 'unstabl', 'clinic', 'statu', 'mobil', 'neurosurg', 'team', 'report', 'case', 'dealt', 'remot', 'french', 'militari', 'airborn', 'surgic', 'unit', 'republ', 'unit', 'health', 'care', 'french', 'militari', 'personnel', 'free', 'medic', 'care', 'local', 'popul', 'oper', 'month', 'unit', 'surgeon', 'gener', 'surgeon', 'anaesthetist', 'anaesthet', 'nurs', 'room', 'nurs', 'paramed', 'secretari', 'civilian', 'patient', 'unstabl', 'cervic', 'trauma', 'mobil', 'neurosurgeon', 'use', 'telemedicin', 'surgeri']","['airborn', 'cervic', 'unit', 'republ', 'neurosurgeon', 'disloc', 'trauma', 'telemedicin', 'unstabl', 'surgic', 'health', 'care', 'teleradiolog', 'chad', 'remot', 'mobil', 'french', 'surgeri', 'manag', 'militari', 'civilian', 'patient', 'personnel']","telemedicine in the management of a cervical dislocation by a mobile neurosurgeon neurosurgical teams who are normally located in specialist centres frequently use teleradiology to make a decision about the transfer of a patient to the nearest neurosurgical department
this decision depends on the type of pathology the clinical status of the patient and the prognosis
if the transfer of the patient is possible for example because of an unstable clinical status a mobile neurosurgical team may be used
we report a case which was dealt with in a remote french military airborne surgical unit in the republic of chad
the unit which provides health care to the french military personnel stationed there also provides free medical care for the local population
it conducts about 100 operations each month
the unit comprises two surgeons an orthopaedic and a general surgeon one anaesthetist two anaesthetic nurses one operating room nurse two nurses three paramedics and a secretary
the civilian patient presented with unstable cervical trauma
a mobile neurosurgeon operated on her and used telemedicine before during and after surgery"
166,1562,"['solut', 'class', 'dimension', 'integr', 'equat', 'dimension', 'integr', 'equat', 'integr', 'integr', 'sub', 'phi', 'theta', 'sup', 'sub', 'theta', 'sub', 'defin', 'circular', 'disk', 'sub', 'theta', 'sub', 'consid', 'present', 'paper', 'kernel', 'denot', 'distanc', 'point', 'theta', 'sub', 'sub', 'theta', 'sub', 'alpha', 'alpha', 'base', 'known', 'result', 'bessel', 'function', 'integr', 'represent', 'kernel', 'establish', 'alpha', 'alpha', 'respect', 'employ', 'solv', 'correspond', 'dimension', 'integr', 'equat', 'solut', 'weakli', 'singular', 'integr', 'equat', 'alpha', 'hypersingular', 'integr', 'equat', 'alpha', 'obtain', 'respect']","['solut', 'class', 'dimension', 'integr', 'equat', 'dimension', 'integr', 'equat', 'integr', 'integr', 'sub', 'phi', 'theta', 'sup', 'sub', 'theta', 'sub', 'circular', 'disk', 'sub', 'theta', 'sub', 'present', 'paper', 'kernel', 'distanc', 'point', 'sub', 'sub', 'theta', 'sub', 'alpha', 'alpha', 'result', 'bessel', 'function', 'integr', 'represent', 'kernel', 'solv', 'dimension', 'integr', 'equat', 'solut', 'singular', 'integr', 'equat', 'hypersingular', 'integr', 'equat', 'alpha']","['integr', '2d', 'function', 'circular', 'kernel', 'disk', 'weakli', 'equat', 'hypersingular', 'represent', 'equat', 'singular', 'bessel']","solution of a class of two dimensional integral equations the two dimensional integral equation 1 pi integral integral sub d phi r theta r sup 2 ds f r sub 0 theta sub 0 defined on a circular disk d r sub 0 or a 0 or theta sub 0 or 2 pi is considered in the present paper
here r in the kernel denotes the distance between two points p r theta and p sub 0 r sub 0 theta sub 0 in d and 0 alpha 2 or 2 alpha 4
based on some known results of bessel functions integral representations of the kernel are established for 0 alpha 2 and 2 alpha 4 respectively and employed to solve the corresponding two dimensional integral equation
the solutions of the weakly singular integral equation for 0 alpha 2 and of the hypersingular integral equation for 2 alpha 4 are obtained respectively"
167,160,"['tame', 'paper', 'tiger', 'paperwork', 'organ', 'gener', 'acknowledg', 'critic', 'problem', 'inform', 'profession', 'massiv', 'flow', 'document', 'paper', 'trail', 'inform', 'need', 'effici', 'depend', 'approach', 'process', 'store', 'find', 'item', 'inform']","['paper', 'tiger', 'paperwork', 'organ', 'critic', 'problem', 'inform', 'profession', 'flow', 'document', 'paper', 'inform', 'need', 'effici', 'depend', 'approach', 'item', 'inform']","['retriev', 'profession', 'paperwork', 'organ', 'storag', 'process', 'inform']",taming the paper tiger paperwork organization generally acknowledged as a critical problem for many information professionals the massive flow of documents paper trails and information needs efficient and dependable approaches for processing and storing and finding items and information
168,1735,"['mid', 'market', 'account', 'system', 'welcom', 'fourth', 'annual', 'survey', 'account', 'system', 'enterpris', 'resourc', 'plan', 'erp', 'system', 'septemb', 'concentr', 'financi', 'distribut', 'system', 'medium', 'size', 'busi', 'mid', 'market', 'includ', 'product', 'chart', 'year', 'extend', 'product', 'includ', 'manufactur', 'ad', 'product', 'list']","['mid', 'market', 'system', 'welcom', 'fourth', 'annual', 'survey', 'system', 'resourc', 'plan', 'erp', 'system', 'concentr', 'financi', 'distribut', 'system', 'size', 'busi', 'market', 'product', 'chart', 'year', 'product', 'product', 'list']","['market', 'plan', 'resourc', 'survey', 'mid', 'system', 'enterpris', 'account', 'manufactur']","mid market accounting systems welcome to our fourth annual survey of accounting systems and enterprise resource planning erp systems
last september we concentrated on financial and distribution systems for medium sized businesses mid market and included 22 products in our charts
this year we extended the products to include manufacturing and added 34 products to the list"
169,1805,"['exact', 'analyt', 'model', 'aep', 'control', 'signal', 'exact', 'analyt', 'model', 'alias', 'error', 'probabl', 'aep', 'signatur', 'analysi', 'control', 'signal', 'use', 'modifi', 'signatur', 'analys', 'present', 'signatur', 'analys', 'use', 'compris', 'gener', 'structur', 'input', 'compact', 'modul', 'ticm', 'simplifi', 'motherboard', 'vlsi', 'design', 'provid', 'flexibl', 'geometri', 'easili', 'integr', 'neighbour', 'structur', 'use', 'modifi', 'data', 'probe', 'elimin', 'ambigu', 'introduc', 'high', 'imped', 'state', 'time', 'retain', 'signatur', 'binari', 'stream', 'model', 'specifi', 'algebra', 'effect', 'ticm', 'architectur', 'test', 'pattern', 'length', 'control', 'stream', 'error', 'probabl', 'prove', 'hardwar', 'criterion', 'use', 'calcul', 'aep', 'intern', 'extern', 'exclus', 'input', 'shift', 'regist', 'valid', 'gener', 'case', 'new', 'criterion', 'provid', 'result', 'obtain', 'augment', 'special', 'case', 'case', 'studi', 'associ', 'simul']","['exact', 'analyt', 'model', 'aep', 'control', 'signal', 'exact', 'analyt', 'model', 'error', 'probabl', 'aep', 'signatur', 'analysi', 'control', 'signal', 'modifi', 'signatur', 'analys', 'signatur', 'analys', 'gener', 'structur', 'input', 'modul', 'ticm', 'simplifi', 'vlsi', 'design', 'flexibl', 'geometri', 'neighbour', 'structur', 'data', 'probe', 'ambigu', 'high', 'imped', 'state', 'time', 'signatur', 'binari', 'stream', 'model', 'specifi', 'effect', 'ticm', 'architectur', 'test', 'pattern', 'length', 'control', 'stream', 'error', 'hardwar', 'criterion', 'aep', 'intern', 'extern', 'exclus', 'input', 'shift', 'regist', 'valid', 'gener', 'case', 'new', 'criterion', 'result', 'augment', 'special', 'case', 'case', 'studi', 'simul']","['vlsi', 'compact', 'motherboard', 'imped', 'modul', 'test', 'alias', 'geometri', 'stream', 'length', 'aep', 'binari', 'flexibl', 'model', 'state', 'regist', 'input', 'analyt', 'control', 'design', 'signal', 'analysi', 'probabl', 'analys', 'pattern', 'shift', 'probabl', 'high', 'error', 'signatur']","exact analytical model for the aep of control signals an exact analytical model for the aliasing error probability aep in the signature analysis of control signals using a modified signature analyser is presented
the signature analyser used comprises a general structure two input compacting module ticm which simplifies the motherboard vlsi design by providing a flexible geometry which could be easily integrated with neighbouring structures
the use of the modified data probe eliminates the ambiguity introduced by the high impedance state and at the same time retains the same signature of the binary stream
the model specifies algebraically the effects of the ticm architecture the test pattern length and the control stream error probabilities
it is proved that the hardware criterion used for calculating the aep for the internal and external exclusive or two input shift registers is valid for the general case and a new criterion is provided
the results obtained are augmented by two special cases a case study and associated simulation"
170,1751,"['adapt', 'time', 'step', 'procedur', 'parabol', 'problem', 'blow', 'paper', 'introduc', 'analyz', 'fulli', 'discret', 'approxim', 'parabol', 'problem', 'nonlinear', 'boundari', 'condit', 'impli', 'solut', 'blow', 'finit', 'time', 'use', 'standard', 'linear', 'element', 'mass', 'lump', 'space', 'variabl', 'time', 'discret', 'write', 'problem', 'equival', 'form', 'obtain', 'introduc', 'appropri', 'time', 'scale', 'use', 'explicit', 'rung', 'kutta', 'method', 'equival', 'problem', 'order', 'motiv', 'procedur', 'present', 'case', 'simpl', 'ordinari', 'differenti', 'equat', 'blow', 'time', 'approxim', 'case', 'obtain', 'necessari', 'suffici', 'condit', 'blowup', 'numer', 'solut', 'prove', 'numer', 'blow', 'time', 'converg', 'continu', 'studi', 'explicit', 'euler', 'approxim', 'local', 'blow', 'point', 'numer', 'scheme']","['adapt', 'time', 'step', 'procedur', 'parabol', 'problem', 'blow', 'paper', 'introduc', 'discret', 'approxim', 'parabol', 'problem', 'boundari', 'condit', 'impli', 'solut', 'finit', 'time', 'standard', 'linear', 'element', 'mass', 'space', 'variabl', 'time', 'discret', 'problem', 'equival', 'form', 'appropri', 'time', 'use', 'explicit', 'rung', 'kutta', 'method', 'equival', 'problem', 'order', 'motiv', 'procedur', 'present', 'case', 'simpl', 'ordinari', 'differenti', 'equat', 'blow', 'time', 'approxim', 'case', 'necessari', 'suffici', 'condit', 'numer', 'solut', 'numer', 'blow', 'time', 'continu', 'studi', 'explicit', 'euler', 'approxim', 'local', 'blow', 'point', 'numer', 'scheme']","['standard', 'time', 'element', 'discret', 'linear', 'nonlinear', 'boundari', 'adapt', 'explicit', 'euler', 'condit', 'problem', 'fulli', 'approxim', 'step', 'method', 'kutta', 'procedur', 'parabol', 'rung']","an adaptive time step procedure for a parabolic problem with blow up in this paper we introduce and analyze a fully discrete approximation for a parabolic problem with a nonlinear boundary condition which implies that the solutions blow up in finite time
we use standard linear elements with mass lumping for the space variable
for the time discretization we write the problem in an equivalent form which is obtained by introducing an appropriate time re scaling and then we use explicit runge kutta methods for this equivalent problem
in order to motivate our procedure we present it first in the case of a simple ordinary differential equation and show how the blow up time is approximated in this case
we obtain necessary and sufficient conditions for the blowup of the numerical solution and prove that the numerical blow up time converges to the continuous one
we also study for the explicit euler approximation the localization of blow up points for the numerical scheme"
171,1881,"['stabil', 'posit', 'system', 'integr', 'posit', 'system', 'possess', 'integr', 'consid', 'system', 'frequent', 'occur', 'applic', 'paper', 'devot', 'stabil', 'problem', 'concern', 'design', 'feedback', 'stabil', 'given', 'level', 'set', 'secondli', 'shown', 'feedback', 'allow', 'global', 'stabil', 'equilibrium', 'point', 'asymptot', 'stabl', 'respect', 'initi', 'condit', 'level', 'set', 'exampl', 'provid', 'result', 'compar', 'literatur']","['stabil', 'posit', 'system', 'integr', 'posit', 'system', 'integr', 'system', 'applic', 'paper', 'stabil', 'problem', 'concern', 'design', 'feedback', 'level', 'feedback', 'stabil', 'equilibrium', 'point', 'stabl', 'respect', 'initi', 'condit', 'exampl', 'result', 'literatur']","['global', 'reactor', 'posit', 'stabil', 'chemic', 'equilibrium', 'feedback', 'stabil', 'design', 'point', 'system', 'integr', 'asymptot']","stabilization of positive systems with first integrals positive systems possessing first integrals are considered
these systems frequently occur in applications
the paper is devoted to two stabilization problems
the first is concerned with the design of feedbacks to stabilize a given level set
secondly it is shown that the same feedback allows us to globally stabilize an equilibrium point if it is asymptotically stable with respect to initial conditions in its level set
two examples are provided and the results are compared with those in the literature"
172,1758,"['hilbert', 'modular', 'threefold', 'arithmet', 'genu', 'weisser', '1981', 'prove', 'exactli', 'galoi', 'cubic', 'number', 'field', 'hilbert', 'modular', 'threefold', 'arithmet', 'genu', 'paper', 'extend', 'weisser', 'work', 'cover', 'cubic', 'number', 'field', 'main', 'result', 'exactli', 'field', 'hilbert', 'modular', 'threefold', 'arithmet', 'genu', 'field', 'enumer', 'explicitli']","['hilbert', 'modular', 'threefold', 'arithmet', 'genu', 'galoi', 'cubic', 'number', 'field', 'modular', 'threefold', 'arithmet', 'genu', 'paper', 'weisser', 'work', 'cubic', 'number', 'field', 'main', 'result', 'field', 'modular', 'threefold', 'arithmet', 'genu', 'field']","['field', 'arithmet', 'modular', 'genu', 'threefold', 'number', 'cubic', 'hilbert', 'galoi']","hilbert modular threefolds of arithmetic genus one d weisser 1981 proved that there are exactly four galois cubic number fields with hilbert modular threefolds of arithmetic genus one
in this paper we extend weisser s work to cover all cubic number fields
our main result is that there are exactly 33 fields with hilbert modular threefolds of arithmetic genus one
these fields are enumerated explicitly"
173,185,"['properti', 'tester', 'dens', 'constraint', 'satisfact', 'program', 'finit', 'domain', 'hard', 'languag', 'decid', 'subexponenti', 'time', 'definit', 'decid', 'relax', 'slightli', 'rubinfeld', 'sudan', 'introduc', 'notion', 'properti', 'tester', 'probabilist', 'algorithm', 'decid', 'high', 'probabl', 'function', 'certain', 'properti', 'far', 'function', 'have', 'properti', 'goldreich', 'goldwass', 'ron', 'construct', 'properti', 'tester', 'constant', 'queri', 'complex', 'dens', 'instanc', 'larg', 'class', 'graph', 'problem', 'graph', 'problem', 'view', 'special', 'case', 'constraint', 'satisfact', 'problem', 'boolean', 'domain', 'natur', 'tri', 'construct', 'properti', 'tester', 'gener', 'case', 'constraint', 'satisfact', 'problem', 'paper', 'explicit', 'construct', 'properti', 'tester', 'use', 'constant', 'number', 'queri', 'dens', 'instanc', 'constraint', 'satisfact', 'problem', 'constraint', 'constant', 'ariti', 'variabl', 'assum', 'valu', 'domain', 'finit', 'size']","['properti', 'tester', 'constraint', 'satisfact', 'program', 'domain', 'hard', 'languag', 'subexponenti', 'time', 'definit', 'rubinfeld', 'sudan', 'notion', 'properti', 'tester', 'probabilist', 'algorithm', 'high', 'probabl', 'function', 'certain', 'properti', 'function', 'properti', 'goldreich', 'goldwass', 'ron', 'properti', 'tester', 'constant', 'queri', 'complex', 'dens', 'instanc', 'larg', 'class', 'graph', 'problem', 'problem', 'special', 'case', 'satisfact', 'problem', 'boolean', 'natur', 'tri', 'construct', 'properti', 'tester', 'gener', 'case', 'satisfact', 'problem', 'paper', 'explicit', 'construct', 'properti', 'tester', 'constant', 'number', 'queri', 'instanc', 'constraint', 'satisfact', 'problem', 'constraint', 'constant', 'ariti', 'variabl', 'valu', 'finit', 'size']","['instanc', 'problem', 'complex', 'sampl', 'problem', 'properti', 'languag', 'constant', 'graph', 'dens', 'random', 'satisfact', 'hard', 'time', 'subexponenti', 'np', 'probabilist', 'tester', 'queri', 'algorithm', 'constraint']","property testers for dense constraint satisfaction programs on finite domains many np hard languages can be decided in subexponential time if the definition of decide is relaxed only slightly
rubinfeld and sudan introduced the notion of property testers probabilistic algorithms that can decide with high probability if a function has a certain property or if it is far from any function having this property
goldreich goldwasser and ron constructed property testers with constant query complexity for dense instances of a large class of graph problems
since many graph problems can be viewed as special cases of the constraint satisfaction problem on boolean domains it is natural to try to construct property testers for more general cases of the constraint satisfaction problem
in this paper we give explicit constructions of property testers using a constant number of queries for dense instances of constraint satisfaction problems where the constraints have constant arity and the variables assume values in some domain of finite size"
174,183,"['asymptot', 'analysi', 'shell', 'sort', 'analyz', 'shell', 'sort', 'algorithm', 'usual', 'random', 'permut', 'model']","['asymptot', 'analysi', 'shell', 'sort', 'analyz', 'shell', 'sort', 'usual', 'random', 'permut', 'model']","['theorem', 'chain', 'local', 'sort', 'poisson', 'function', 'random', 'limit', 'markov', 'size', 'sort', 'addit', 'permut', 'list', 'moder', 'shell', 'algorithm', 'asymptot', 'analysi']",asymptotic analysis of 3 2 1 shell sort we analyze the 3 2 1 shell sort algorithm under the usual random permutation model
175,1716,"['vibrat', 'reliabl', 'poppet', 'contour', 'actuat', 'valv', 'problem', 'select', 'shape', 'actuat', 'valv', 'final', 'control', 'valv', 'discuss', 'solut', 'problem', 'permit', 'appreci', 'dynam', 'load', 'elimin', 'move', 'element', 'steam', 'distribut', 'steam', 'turbin', 'oper', 'condit']","['vibrat', 'reliabl', 'poppet', 'actuat', 'valv', 'problem', 'shape', 'actuat', 'final', 'control', 'valv', 'solut', 'problem', 'permit', 'appreci', 'dynam', 'load', 'element', 'steam', 'distribut', 'steam', 'turbin', 'condit']","['element', 'valv', 'valv', 'poppet', 'select', 'turbin', 'steam', 'vibrat', 'contour', 'elimin', 'shape', 'distribut', 'load', 'move', 'reliabl', 'dynam', 'actuat']",the vibration reliability of poppet and contoured actuator valves the problem of selecting the shape of the actuator valve the final control valve itself is discussed the solution to this problem will permit appreciable dynamic loads to be eliminated from the moving elements of the steam distribution system of steam turbines under all operating conditions
176,1785,"['effect', 'male', 'orient', 'comput', 'game', 'cultur', 'career', 'comput', 'industri', 'career', 'comput', 'industri', 'view', 'evid', 'conspicu', 'gender', 'gap', 'number', 'male', 'femal', 'employe', 'gap', 'observ', 'colleg', 'level', 'male', 'domin', 'femal', 'pursu', 'obtain', 'degre', 'comput', 'scienc', 'question', 'research', 'paper', 'intend', 'male', 'domin', 'come', 'comput', 'relat', 'matter', 'author', 'trace', 'question', 'comput', 'game', 'comput', 'game', 'fun', 'medium', 'provid', 'mean', 'individu', 'comput', 'liter', 'engag', 'spatial', 'learn', 'cognit', 'process', 'abil', 'game', 'market', 'exclus', 'male', 'femal', 'distinct', 'disadvantag', 'male', 'comput', 'liter', 'play', 'comput', 'game', 'provid', 'easi', 'lead', 'advanc', 'util', 'comput', 'program', 'femal', 'tend', 'turn', 'male', 'stereotyp', 'market', 'associ', 'game', 'begin', 'gender', 'gap']","['effect', 'male', 'comput', 'cultur', 'career', 'comput', 'industri', 'career', 'comput', 'industri', 'evid', 'conspicu', 'gender', 'gap', 'number', 'male', 'femal', 'employe', 'observ', 'colleg', 'level', 'male', 'femal', 'degre', 'comput', 'scienc', 'question', 'research', 'paper', 'male', 'domin', 'comput', 'relat', 'matter', 'question', 'comput', 'game', 'comput', 'game', 'medium', 'provid', 'individu', 'comput', 'liter', 'engag', 'spatial', 'cognit', 'process', 'abil', 'game', 'male', 'femal', 'distinct', 'disadvantag', 'male', 'comput', 'comput', 'game', 'easi', 'lead', 'util', 'comput', 'femal', 'male', 'stereotyp', 'game', 'gender', 'gap']","['game', 'spatial', 'femal', 'cognit', 'stereotyp', 'learn', 'career', 'gap', 'degre', 'scienc', 'male', 'gender', 'literaci', 'comput', 'market', 'employe', 'process', 'industri']","the effect of a male oriented computer gaming culture on careers in the computer industry if careers in the computer industry were viewed it would be evident that there is a conspicuous gender gap between the number of male and female employees
the same gap can be observed at the college level where males are dominating females as to those who pursue and obtain a degree in computer science
the question that this research paper intends to show is why are males so dominant when it comes to computer related matters
the author has traced this question back to the computer game
computer games are a fun medium and provide the means for an individual to become computer literate through the engagement of spatial learning and cognitive processing abilities
since such games are marketed almost exclusively to males females have a distinct disadvantage
males are more computer literate through the playing of computer games and are provided with an easy lead in to more advanced utilization of computers such as programming
females tend to be turned off due to the male stereotypes and marketing associated with games and thus begins the gender gap"
177,1870,"['robust', 'control', 'nonlinear', 'system', 'parametr', 'uncertainti', 'probabilist', 'robust', 'analysi', 'synthesi', 'nonlinear', 'system', 'uncertain', 'paramet', 'present', 'mont', 'carlo', 'simul', 'use', 'estim', 'likelihood', 'instabl', 'violat', 'perform', 'requir', 'subject', 'variat', 'probabilist', 'paramet', 'stochast', 'robust', 'control', 'synthesi', 'search', 'control', 'design', 'paramet', 'space', 'minim', 'cost', 'function', 'probabl', 'design', 'criteria', 'satisfi', 'robust', 'control', 'design', 'approach', 'illustr', 'simpl', 'nonlinear', 'exampl', 'modifi', 'feedback', 'linear', 'control', 'chosen', 'control', 'structur', 'design', 'paramet', 'search', 'genet', 'algorithm', 'achiev', 'tradeoff', 'stabil', 'perform', 'robust']","['robust', 'control', 'nonlinear', 'system', 'parametr', 'uncertainti', 'probabilist', 'robust', 'analysi', 'synthesi', 'nonlinear', 'system', 'uncertain', 'paramet', 'mont', 'carlo', 'simul', 'estim', 'likelihood', 'instabl', 'violat', 'perform', 'requir', 'subject', 'variat', 'probabilist', 'paramet', 'stochast', 'robust', 'control', 'synthesi', 'search', 'design', 'paramet', 'space', 'minim', 'cost', 'function', 'probabl', 'criteria', 'satisfi', 'robust', 'control', 'design', 'approach', 'simpl', 'nonlinear', 'exampl', 'feedback', 'linear', 'control', 'control', 'structur', 'design', 'paramet', 'genet', 'algorithm', 'tradeoff', 'stabil', 'perform', 'robust']","['feedback', 'stabil', 'synthesi', 'requir', 'simul', 'uncertain', 'robust', 'parametr', 'stochast', 'system', 'mont', 'uncertainti', 'algorithm', 'paramet', 'instabl', 'state', 'input', 'robust', 'control', 'genet', 'analysi', 'carlo', 'perform', 'nonlinear', 'probabilist', 'violat', 'modifi', 'linear']","robust control of nonlinear systems with parametric uncertainty probabilistic robustness analysis and synthesis for nonlinear systems with uncertain parameters are presented
monte carlo simulation is used to estimate the likelihood of system instability and violation of performance requirements subject to variations of the probabilistic system parameters
stochastic robust control synthesis searches the controller design parameter space to minimize a cost that is a function of the probabilities that design criteria will be satisfied
the robust control design approach is illustrated by a simple nonlinear example
a modified feedback linearization control is chosen as controller structure and the design parameters are searched by a genetic algorithm to achieve the tradeoff between stability and performance robustness"
178,1806,"['fast', 'effici', 'algorithm', 'multiplierless', 'realis', 'linear', 'dsp', 'transform', 'fast', 'algorithm', 'have', 'pseudopolynomi', 'run', 'time', 'memori', 'requir', 'worst', 'case', 'develop', 'gener', 'multiplierless', 'architectur', 'wordlength', 'constant', 'multipl', 'linear', 'dsp', 'transform', 'emphasis', 'indefinit', 'reduc', 'oper', 'multiplierless', 'architectur', 'suffici', 'reduc', 'final', 'chip', 'area', 'major', 'reduct', 'techniqu', 'like', 'resourc', 'fold', 'use', 'simpl', 'techniqu', 'improv', 'result', 'present']","['effici', 'algorithm', 'multiplierless', 'realis', 'linear', 'dsp', 'transform', 'algorithm', 'pseudopolynomi', 'run', 'time', 'memori', 'requir', 'worst', 'case', 'gener', 'multiplierless', 'wordlength', 'constant', 'multipl', 'dsp', 'transform', 'oper', 'multiplierless', 'architectur', 'suffici', 'final', 'chip', 'area', 'major', 'reduct', 'techniqu', 'resourc', 'fold', 'simpl', 'techniqu', 'result']","['time', 'multipl', 'transform', 'run', 'multiplierless', 'linear', 'resourc', 'chip', 'final', 'wordlength', 'requir', 'constant', 'pseudopolynomi', 'fold', 'realis', 'area', 'dsp', 'memori']","fast and efficient algorithm for the multiplierless realisation of linear dsp transforms a fast algorithm having a pseudopolynomial run time and memory requirement in the worst case is developed to generate multiplierless architectures at all wordlengths for constant multiplications in linear dsp transforms
it is also re emphasised that indefinitely reducing operators for multiplierless architectures is sufficient to reduce the final chip area
for a major reduction techniques like resource folding must be used
simple techniques for improving the results are also presented"
179,1644,"['experiment', 'evalu', 'comprehens', 'aspect', 'knowledg', 'structur', 'deriv', 'induct', 'techniqu', 'case', 'studi', 'industri', 'fault', 'diagnosi', 'machin', 'induct', 'extens', 'use', 'order', 'develop', 'knowledg', 'base', 'decis', 'support', 'system', 'predict', 'system', 'extent', 'develop', 'domain', 'expert', 'comprehend', 'knowledg', 'structur', 'gain', 'use', 'insight', 'basi', 'decis', 'make', 'challeng', 'research', 'issu', 'articl', 'examin', 'knowledg', 'structur', 'gener', 'induct', 'techniqu', 'fault', 'diagnost', 'task', 'propos', 'use', 'model', 'human', 'learn', 'order', 'guid', 'process', 'make', 'comprehens', 'result', 'machin', 'induct', 'model', 'learn', 'use', 'gener', 'hierarch', 'represent', 'diagnost', 'knowledg', 'adjust', 'level', 'abstract', 'vari', 'goal', 'structur', 'shallow', 'deep', 'one', 'comprehens', 'assess', 'global', 'way', 'experiment', 'comparison', 'subject', 'requir', 'acquir', 'knowledg', 'structur', 'transfer', 'new', 'task', 'method', 'address', 'issu', 'comprehens', 'appear', 'promis', 'especi', 'machin', 'induct', 'techniqu', 'inflex', 'regard', 'number', 'sort', 'intervent', 'allow', 'develop']","['experiment', 'evalu', 'comprehens', 'aspect', 'structur', 'induct', 'techniqu', 'case', 'industri', 'fault', 'diagnosi', 'machin', 'induct', 'order', 'knowledg', 'base', 'decis', 'support', 'system', 'predict', 'system', 'extent', 'develop', 'expert', 'knowledg', 'structur', 'use', 'insight', 'basi', 'decis', 'research', 'issu', 'articl', 'examin', 'structur', 'induct', 'techniqu', 'fault', 'diagnost', 'task', 'propos', 'model', 'human', 'order', 'guid', 'process', 'comprehens', 'result', 'machin', 'induct', 'model', 'gener', 'hierarch', 'represent', 'diagnost', 'knowledg', 'level', 'abstract', 'goal', 'structur', 'deep', 'one', 'comprehens', 'global', 'way', 'experiment', 'comparison', 'subject', 'knowledg', 'structur', 'new', 'task', 'issu', 'comprehens', 'machin', 'induct', 'techniqu', 'inflex', 'regard', 'number', 'sort', 'intervent', 'develop']","['diagnost', 'experiment', 'induct', 'diagnosi', 'learn', 'techniqu', 'industri', 'c4.5', 'knowledg', 'system', 'base', 'structur', 'human', 'model', 'predict', 'case', 'aspect', 'fault', 'evalu', 'comprehens', 'decis', 'techniqu', 'represent', 'plant', 'studi', 'support']","an experimental evaluation of comprehensibility aspects of knowledge structures derived through induction techniques a case study of industrial fault diagnosis machine induction has been extensively used in order to develop knowledge bases for decision support systems and predictive systems
the extent to which developers and domain experts can comprehend these knowledge structures and gain useful insights into the basis of decision making has become a challenging research issue
this article examines the knowledge structures generated by the c4 5 induction technique in a fault diagnostic task and proposes to use a model of human learning in order to guide the process of making comprehensive the results of machine induction
the model of learning is used to generate hierarchical representations of diagnostic knowledge by adjusting the level of abstraction and varying the goal structures between shallow and deep ones
comprehensibility is assessed in a global way in an experimental comparison where subjects are required to acquire the knowledge structures and transfer to new tasks
this method of addressing the issue of comprehensibility appears promising especially for machine induction techniques that are rather inflexible with regard to the number and sorts of interventions allowed to system developers"
