,paper_id,all_content,only_nouns,keywords
45,1564,"['asymptot', 'normal', 'sub', 'phi', 'diverg', 'good', 'fit', 'test', 'paper', 'wide', 'class', 'good', 'fit', 'statist', 'base', 'sub', 'phi', 'diverg', 'asymptot', 'normal', 'establish', 'assumpt', 'sub', 'infin', 'denot', 'sampl', 'size', 'sub', 'number', 'cell', 'result', 'extend', 'contigu', 'altern', 'studi', 'asymptot', 'effici']","['asymptot', 'normal', 'sub', 'phi', 'diverg', 'good', 'fit', 'test', 'paper', 'wide', 'class', 'good', 'fit', 'statist', 'sub', 'phi', 'diverg', 'asymptot', 'normal', 'assumpt', 'sub', 'infin', 'sampl', 'size', 'sub', 'number', 'cell', 'contigu', 'altern', 'asymptot', 'effici']","['normal', 'asymptot', 'k/sub', 'effici', 'phi', 'diverg', 'test', '/', 'good', 'fit']"
46,1719,"['up', 'network', 'manag', 'tool', 'uninterrupt', 'power', 'suppli', 'up', 'batteri', 'backup', 'system', 'provid', 'rel', 'limit', 'import', 'function', 'continu', 'batteri', 'support', 'connect', 'equip', 'event', 'power', 'failur', 'yesterday', 'batteri', 'box', 'evolv', 'sophist', 'network', 'power', 'manag', 'tool', 'monitor', 'activ', 'correct', 'problem', 'plagu', 'healthi', 'network', 'new', 'breed', 'up', 'provid', 'featur', 'automat', 'voltag', 'regul', 'gener', 'runtim', 'unattend', 'shutdown', 'monitor', 'automat', 'restart', 'critic', 'servic', 'oper', 'system', 'lock', 'fail']","['up', 'network', 'manag', 'tool', 'uninterrupt', 'power', 'suppli', 'batteri', 'backup', 'system', 'limit', 'import', 'function', 'continu', 'batteri', 'support', 'equip', 'event', 'power', 'failur', 'yesterday', 'batteri', 'box', 'sophist', 'network', 'power', 'manag', 'tool', 'monitor', 'correct', 'problem', 'healthi', 'network', 'new', 'breed', 'up', 'featur', 'automat', 'voltag', 'regul', 'gener', 'runtim', 'shutdown', 'monitor', 'critic', 'servic', 'system', 'lock', 'fail']","['manag', 'regul', 'uninterrupt', 'network', 'power', 'shutdown', 'voltag', 'unattend', 'automat', 'suppli']"
47,1659,"['mobil', 'commerc', 'transform', 'vision', 'realiti', 'editori', 'prefac', 'investig', 'current', 'develop', 'mobil', 'commerc', 'commerc', 'propos', 'integr', 'architectur', 'support', 'busi', 'consum', 'need', 'optim', 'way', 'success', 'implement', 'commerc', 'busi', 'process', 'key', 'line', 'thought', 'base', 'heurist', 'observ', 'custom', 'want', 'receiv', 'commerc', 'offer', 'mobil', 'telephon', 'result', 'pull', 'oppos', 'push', 'approach', 'necessari', 'requir', 'conduct', 'commerc', 'addit', 'commerc', 'reli', 'local', 'region', 'demograph', 'variabl', 'truli', 'effect', 'observ', 'necessit', 'commerc', 'architectur', 'allow', 'coher', 'integr', 'enterpris', 'level', 'system', 'aggreg', 'product', 'servic', 'offer', 'differ', 'partial', 'compet', 'parti', 'collabor', 'commerc', 'platform', 'key', 'softwar', 'compon', 'integr', 'architectur', 'event', 'manag', 'engin', 'monitor', 'detect', 'store', 'process', 'measur', 'inform', 'outsid', 'event', 'relev', 'particip', 'commerc']","['mobil', 'commerc', 'vision', 'realiti', 'editori', 'prefac', 'current', 'develop', 'mobil', 'commerc', 'commerc', 'integr', 'architectur', 'busi', 'consum', 'need', 'optim', 'way', 'implement', 'commerc', 'busi', 'key', 'line', 'heurist', 'observ', 'custom', 'receiv', 'commerc', 'offer', 'mobil', 'telephon', 'pull', 'push', 'approach', 'necessari', 'requir', 'conduct', 'commerc', 'addit', 'commerc', 'local', 'region', 'demograph', 'variabl', 'effect', 'observ', 'commerc', 'architectur', 'coher', 'integr', 'enterpris', 'level', 'system', 'aggreg', 'product', 'servic', 'offer', 'differ', 'parti', 'collabor', 'commerc', 'platform', 'key', 'softwar', 'compon', 'architectur', 'event', 'manag', 'engin', 'monitor', 'detect', 'store', 'process', 'measur', 'inform', 'event', 'relev', 'particip', 'commerc']","['consum', 'pull', 'mobil', 'manag', 'engin', 'collabor', 'need', 'commerc', 'event', 'approach', 'busi', 'architectur', 'm', 'telephon', 'platform', 'integr']"
48,1832,"['linear', 'time', 'algorithm', 'recogn', 'regular', 'boolean', 'function', 'posit', 'monoton', 'boolean', 'function', 'regular', 'variabl', 'natur', 'order', 'left', 'fight', 'decreas', 'strength', 'shift', 'nonzero', 'compon', 'true', 'vector', 'left', 'yield', 'true', 'vector', 'paper', 'consid', 'problem', 'recogn', 'posit', 'function', 'regular', 'given', 'min', 'set', 'minim', 'true', 'vector', 'propos', 'simpl', 'linear', 'time', 'min', 'time', 'algorithm', 'improv', 'previou', 'algorithm', 'provan', 'ball', '1988', 'requir', 'sup', 'min', 'time', 'corollari', 'present', 'min', 'time', 'algorithm', 'recognit', 'problem', 'monoton', 'function']","['linear', 'time', 'regular', 'boolean', 'function', 'posit', 'monoton', 'boolean', 'function', 'regular', 'variabl', 'fight', 'strength', 'nonzero', 'compon', 'true', 'vector', 'yield', 'true', 'vector', 'paper', 'consid', 'problem', 'posit', 'function', 'regular', 'min', 'minim', 'true', 'vector', 'simpl', 'linear', 'time', 'min', 'time', 'algorithm', 'previou', 'algorithm', 'ball', 'sup', 'min', 'time', 'corollari', 'present', 'min', 'time', 'algorithm', 'recognit', 'problem', 'monoton', 'function']","['time', 'function', 'boolean', 'monoton', 'vector', 'nonzero', 'algorithm', 'function', '2', 'monoton', 'compon', 'linear', 'regular', 'true', 'posit']"
49,1877,"['strong', 'complet', 'lattic', 'valu', 'logic', 'paper', 'show', 'strong', 'complet', 'lattic', 'valu', 'logic', 'given', 'titani', '1999', 'formul', 'lattic', 'valu', 'set', 'theori', 'introduc', 'logic', 'implic', 'repres', 'order', 'relat', 'lattic', 'syntax', 'semant', 'concern', 'describ', 'strong', 'complet', 'prove']","['strong', 'complet', 'lattic', 'logic', 'paper', 'strong', 'complet', 'lattic', 'logic', 'titani', 'lattic', 'theori', 'logic', 'implic', 'order', 'relat', 'lattic', 'syntax', 'semant', 'concern', 'strong', 'complet']","['valu', 'set', 'semant', 'theori', 'relat', 'order', 'logic', 'complet', 'syntax', 'strong', 'lattic']"
50,148,"['axiom', 'branch', 'time', 'logic', 'gener', 'branch', 'time', 'histor', 'necess', 'long', 'studi', 'import', 'axiomat', 'question', 'remain', 'open', 'difficulti', 'find', 'axiom', 'logic', 'consid', 'idea', 'solv', 'main', 'open', 'problem', 'present', 'new', 'express', 'logic', 'account', 'given', 'support', 'peirc', 'prohibit', 'truth', 'valu', 'attach', 'conting', 'futur']","['axiom', 'time', 'logic', 'gener', 'branch', 'time', 'histor', 'necess', 'import', 'axiomat', 'question', 'open', 'difficulti', 'axiom', 'logic', 'idea', 'main', 'open', 'problem', 'new', 'express', 'logic', 'account', 'support', 'peirc', 'prohibit', 'truth', 'valu', 'conting', 'futur']","['time', 'axiom', 'branch', 'logic', 'valu', 'truth', 'tempor']"
51,1491,"['evalu', 'videoconferenc', 'grand', 'round', 'evalu', 'variou', 'aspect', 'grand', 'round', 'videoconferenc', 'tertiari', 'care', 'hospit', 'region', 'hospit', 'nova', 'scotia', 'month', 'studi', 'period', 'round', 'broadcast', 'medicin', 'cardiolog', 'total', 'record', 'attend', 'remot', 'site', '103', 'compris', 'specialist', 'famili', 'physician', 'health', 'care', 'profession', 'receiv', 'evalu', 'respons', 'rate', 'point', 'likert', 'scale', 'higher', 'score', 'indic', 'better', 'qualiti', 'mean', 'rate', 'remot', 'site', 'particip', 'technic', 'qualiti', 'videoconfer', 'lowest', 'rate', 'abil', 'hear', 'discuss', 'visual', 'aid', 'mean', 'rate', 'content', 'present', 'discuss', 'educ', 'valu', 'higher', 'physician', 'present', 'round', 'receiv', 'evalu', 'respons', 'rate', 'present', 'rate', 'aspect', 'videoconfer', 'interact', 'remot', 'site', 'lower', 'lowest', 'rate', 'abil', 'remot', 'site', 'use', 'discuss', 'receiv', '278', 'evalu', 'particip', 'present', 'site', 'estim', 'respons', 'rate', 'result', 'indic', 'advers', 'opinion', 'effect', 'videoconferenc', 'mean', 'score', 'estim', 'cost', 'videoconferenc', 'grand', 'round', 'site', 'site', '723', '1515', 'respect', 'studi', 'confirm', 'videoconferenc', 'round', 'provid', 'satisfactori', 'continu', 'medic', 'educ', 'commun', 'specialist', 'especi', 'import', 'consider', 'mainten', 'certif', 'mandatori']","['evalu', 'grand', 'round', 'variou', 'aspect', 'grand', 'round', 'tertiari', 'care', 'hospit', 'region', 'hospit', 'nova', 'scotia', 'month', 'studi', 'period', 'broadcast', 'medicin', 'cardiolog', 'total', 'attend', 'remot', 'site', 'compris', 'specialist', 'famili', 'health', 'care', 'profession', 'evalu', 'respons', 'rate', 'point', 'scale', 'higher', 'score', 'better', 'qualiti', 'rate', 'site', 'particip', 'technic', 'qualiti', 'videoconfer', 'lowest', 'rate', 'abil', 'discuss', 'visual', 'aid', 'rate', 'content', 'present', 'discuss', 'educ', 'valu', 'higher', 'physician', 'round', 'evalu', 'respons', 'rate', 'present', 'aspect', 'videoconfer', 'interact', 'site', 'lower', 'lowest', 'rate', 'abil', 'use', 'discuss', 'evalu', 'particip', 'site', 'respons', 'rate', 'result', 'advers', 'opinion', 'effect', 'mean', 'score', 'cost', 'grand', 'round', 'site', 'studi', 'videoconferenc', 'round', 'satisfactori', 'medic', 'educ', 'commun', 'specialist', 'import', 'consider', 'mainten', 'certif', 'mandatori']","['remot', 'educ', 'scale', 'likert', 'point', 'videoconferenc', 'medic', 'tertiari', 'continu', 'hospit', 'profession', 'round', 'site', 'health', 'cardiolog', 'region', 'grand', 'telemedicin', 'certif', 'care']"
52,1558,"['orthogon', 'jacobi', 'polynomi', 'neg', 'integ', 'paramet', 'known', 'jacobi', 'polynomi', 'sub', 'sup', 'alpha', 'beta', 'orthogon', 'respect', 'quasi', 'definit', 'linear', 'function', 'alpha', 'beta', 'alpha', 'beta', 'neg', 'integ', 'number', 'recent', 'sobolev', 'orthogon', 'polynomi', 'obtain', 'alpha', 'neg', 'integ', 'beta', 'neg', 'integ', 'case', 'alpha', 'beta', 'neg', 'integ', 'number', 'paper', 'sobolev', 'orthogon', 'jacobi', 'polynomi', 'remaind', 'case']","['orthogon', 'jacobi', 'polynomi', 'neg', 'integ', 'paramet', 'jacobi', 'polynomi', 'sup', 'alpha', 'beta', 'orthogon', 'respect', 'quasi', 'definit', 'linear', 'function', 'alpha', 'beta', 'beta', 'neg', 'integ', 'number', 'orthogon', 'polynomi', 'neg', 'integ', 'beta', 'neg', 'integ', 'case', 'alpha', 'beta', 'neg', 'integ', 'number', 'paper', 'orthogon', 'jacobi', 'polynomi', 'case']","['jacobi', 'orthogon', 'sobolev', 'function', 'linear', 'paramet', 'integ', 'definit', 'quasi', 'neg', 'polynomi']"
53,1481,"['impact', 'aviat', 'highway', 'sky', 'display', 'pilot', 'situat', 'awar', 'thirti', 'pilot', 'men', 'women', 'test', 'flight', 'simul', 'abil', 'intercept', 'pathway', 'depict', 'highway', 'sky', 'hit', 'display', 'intercept', 'fli', 'pathway', 'pilot', 'requir', 'watch', 'traffic', 'outsid', 'cockpit', 'addit', 'pilot', 'test', 'awar', 'speed', 'altitud', 'head', 'flight', 'result', 'indic', 'presenc', 'flight', 'guidanc', 'cue', 'significantli', 'improv', 'flight', 'path', 'awar', 'intercept', 'pathway', 'signific', 'practic', 'effect', 'suggest', 'guidanc', 'cue', 'unnecessari', 'pilot', 'given', 'proper', 'train', 'time', 'spent', 'look', 'outsid', 'cockpit', 'use', 'hit', 'display', 'significantli', 'use', 'convent', 'aircraft', 'instrument', 'addit', 'awar', 'flight', 'inform', 'present', 'hit', 'display', 'poor', 'actual', 'potenti', 'applic', 'research', 'includ', 'guidanc', 'develop', 'perspect', 'flight', 'display', 'standard', 'basi', 'flight', 'train', 'requir']","['impact', 'aviat', 'highway', 'sky', 'display', 'situat', 'awar', 'thirti', 'pilot', 'men', 'women', 'flight', 'simul', 'abil', 'highway', 'sky', 'pilot', 'watch', 'traffic', 'cockpit', 'pilot', 'awar', 'speed', 'flight', 'result', 'presenc', 'flight', 'guidanc', 'cue', 'flight', 'path', 'awar', 'pathway', 'signific', 'practic', 'effect', 'guidanc', 'cue', 'unnecessari', 'pilot', 'train', 'time', 'outsid', 'cockpit', 'hit', 'convent', 'aircraft', 'instrument', 'awar', 'flight', 'inform', 'present', 'hit', 'poor', 'actual', 'potenti', 'applic', 'research', 'guidanc', 'develop', 'perspect', 'flight', 'display', 'standard', 'basi', 'flight', 'train', 'requir']","['cockpit', 'path', 'flight', 'awar', 'pilot', 'highway', 'sky', 'guidanc', 'aircraft', 'factor', 'simul', 'situat', 'human', 'display']"
54,1550,"['converg', 'bermudez', 'moreno', 'algorithm', 'constant', 'paramet', 'bermudez', 'moreno', '1981', 'present', 'dualiti', 'numer', 'algorithm', 'solv', 'variat', 'inequ', 'second', 'kind', 'perform', 'algorithm', 'strongli', 'depend', 'choic', 'constant', 'paramet', 'assum', 'hypothesi', 'inf', 'sup', 'type', 'present', 'converg', 'theorem', 'improv', 'present', 'bermudez', 'moreno', 'prove', 'converg', 'linear', 'express', 'asymptot', 'error', 'constant', 'explicit', 'form', 'optim', 'paramet', 'function', 'constant', 'relat', 'variat', 'inequ', 'final', 'present', 'numer', 'exampl', 'confirm', 'theoret', 'result']","['converg', 'bermudez', 'moreno', 'algorithm', 'constant', 'paramet', 'moreno', 'present', 'dualiti', 'numer', 'algorithm', 'variat', 'inequ', 'second', 'kind', 'perform', 'algorithm', 'choic', 'constant', 'paramet', 'hypothesi', 'inf', 'sup', 'type', 'present', 'converg', 'theorem', 'bermudez', 'moreno', 'converg', 'linear', 'express', 'asymptot', 'error', 'constant', 'explicit', 'form', 'optim', 'paramet', 'constant', 'relat', 'variat', 'inequ', 'present', 'numer', 'exampl', 'theoret', 'result']","['asymptot', 'numer', 'bermudez', 'optim', 'algorithm', 'converg', 'inequ', 'constant', 'moreno', 'paramet', 'theorem', 'dualiti', 'error', 'variat']"
55,150,"['model', 'check', 'game', 'branch', 'time', 'logic', 'paper', 'defin', 'examin', 'model', 'check', 'game', 'branch', 'time', 'tempor', 'logic', 'ctl', 'game', 'employ', 'techniqu', 'call', 'focu', 'enrich', 'set', 'pick', 'distinguish', 'element', 'necessari', 'avoid', 'ambigu', 'regener', 'tempor', 'oper', 'correct', 'game', 'prove', 'optim', 'consid', 'obtain', 'model', 'check', 'game', 'import', 'fragment', 'ctl', 'game', 'base', 'model', 'check', 'algorithm', 'match', 'known', 'lower', 'upper', 'complex', 'bound', 'sketch']","['model', 'game', 'time', 'logic', 'paper', 'examin', 'model', 'game', 'time', 'tempor', 'logic', 'ctl', 'game', 'techniqu', 'focu', 'enrich', 'set', 'element', 'necessari', 'avoid', 'ambigu', 'tempor', 'oper', 'game', 'optim', 'model', 'game', 'import', 'fragment', 'ctl', 'game', 'model', 'algorithm', 'match', 'lower', 'upper', 'complex', 'bound']","['time', 'game', 'check', 'complex', 'branch', 'logic', 'bound', 'oper', 'logic', 'tempor', 'model']"
56,1892,"['close', 'loop', 'persist', 'identif', 'linear', 'system', 'unmodel', 'dynam', 'stochast', 'disturb', 'essenti', 'issu', 'time', 'complex', 'probe', 'signal', 'select', 'studi', 'persist', 'identif', 'linear', 'time', 'invari', 'system', 'close', 'loop', 'set', 'establish', 'upper', 'lower', 'bound', 'identif', 'accuraci', 'function', 'length', 'observ', 'size', 'unmodel', 'dynam', 'stochast', 'disturb', 'demonstr', 'inher', 'impact', 'unmodel', 'dynam', 'identif', 'accuraci', 'reduct', 'time', 'complex', 'stochast', 'averag', 'disturb', 'probe', 'capabl', 'rank', 'period', 'signal', 'close', 'loop', 'persist', 'identif', 'find', 'indic', 'mix', 'formul', 'determinist', 'uncertainti', 'dynam', 'blend', 'random', 'disturb', 'benefici', 'reduct', 'identif', 'complex']","['close', 'loop', 'persist', 'identif', 'linear', 'system', 'unmodel', 'dynam', 'stochast', 'disturb', 'essenti', 'issu', 'time', 'complex', 'signal', 'select', 'persist', 'identif', 'linear', 'time', 'invari', 'system', 'loop', 'upper', 'lower', 'bound', 'identif', 'accuraci', 'function', 'observ', 'size', 'unmodel', 'dynam', 'stochast', 'disturb', 'inher', 'impact', 'unmodel', 'dynam', 'identif', 'reduct', 'time', 'complex', 'stochast', 'averag', 'disturb', 'capabl', 'rank', 'period', 'signal', 'loop', 'persist', 'identif', 'find', 'mix', 'formul', 'determinist', 'uncertainti', 'dynam', 'random', 'disturb', 'benefici', 'reduct', 'identif', 'complex']","['system', 'bound', 'period', 'invari', 'accuraci', 'rank', 'lower', 'signal', 'loop', 'close', 'unmodel', 'identif', 'persist', 'dynam', 'upper', 'signal', 'select', 'time', 'probe', 'complex', 'disturb', 'linear', 'stochast']"
57,1505,"['model', 'simul', 'practic', 'work', 'method', 'work', 'system', 'design', 'work', 'system', 'involv', 'peopl', 'engag', 'activ', 'time', 'just', 'machin', 'tool', 'document', 'artifact', 'activ', 'produc', 'good', 'servic', 'case', 'work', 'describ', 'articl', 'scientif', 'data', 'work', 'system', 'work', 'practic', 'evolv', 'slowli', 'time', 'integr', 'use', 'technolog', 'distribut', 'colloc', 'peopl', 'organiz', 'role', 'procedur', 'facil', 'work', 'occur', 'larg', 'determin', 'evolut']","['practic', 'method', 'work', 'system', 'design', 'work', 'system', 'peopl', 'activ', 'time', 'machin', 'tool', 'document', 'artifact', 'activ', 'good', 'servic', 'case', 'work', 'articl', 'scientif', 'data', 'work', 'system', 'practic', 'time', 'integr', 'use', 'technolog', 'distribut', 'colloc', 'peopl', 'organiz', 'role', 'procedur', 'facil', 'determin', 'evolut']","['interact', 'teamwork', 'behavior', 'practic', 'complex', 'collabor', 'usag', 'model', 'human', 'commun', 'simul', 'method', 'activ', 'problem', 'learn', 'workspac', 'work', 'solv', 'design', 'tool']"
58,1540,"['adapt', 'thin', 'bivari', 'scatter', 'data', 'paper', 'studi', 'adapt', 'thin', 'strategi', 'approxim', 'larg', 'set', 'scatter', 'data', 'piecewis', 'linear', 'function', 'triangul', 'subset', 'strategi', 'depend', 'locat', 'data', 'point', 'plane', 'valu', 'sampl', 'function', 'point', 'adapt', 'thin', 'thin', 'strategi', 'remov', 'data', 'point', 'minim', 'estim', 'error', 'result', 'remov', 'point', 'current', 'set', 'point', 'estim', 'term', 'anticip', 'error', 'thin', 'process', 'gener', 'subset', 'signific', 'point', 'piecewis', 'linear', 'interpol', 'delaunay', 'triangul', 'subset', 'approxim', 'progress', 'function', 'valu', 'sampl', 'origin', 'scatter', 'point', 'approxim', 'error', 'small', 'rel', 'number', 'point', 'subset', 'design', 'variou', 'method', 'comput', 'anticip', 'error', 'reason', 'cost', 'compar', 'test', 'perform', 'method', 'prove', 'data', 'sampl', 'convex', 'function', 'strategi', 'convex', 'triangul', 'actual', 'error', 'minim', 'minim', 'best', 'perform', 'measur', 'anticip', 'error', 'shown', 'data', 'sampl', 'certain', 'quadrat', 'polynomi', 'adapt', 'thin', 'equival', 'thin', 'depend', 'locat', 'data', 'point', 'nonadapt', 'thin', 'base', 'numer', 'test', 'comparison', 'practic', 'adapt', 'thin', 'algorithm', 'propos', 'thin', 'larg', 'data', 'set', 'accur', 'faster']","['adapt', 'bivari', 'data', 'paper', 'studi', 'strategi', 'larg', 'data', 'piecewis', 'linear', 'function', 'subset', 'strategi', 'locat', 'data', 'point', 'plane', 'valu', 'function', 'point', 'adapt', 'strategi', 'data', 'point', 'estim', 'error', 'result', 'remov', 'point', 'current', 'set', 'point', 'estim', 'anticip', 'error', 'process', 'gener', 'subset', 'signific', 'point', 'linear', 'interpol', 'delaunay', 'triangul', 'subset', 'function', 'valu', 'origin', 'scatter', 'point', 'approxim', 'error', 'small', 'rel', 'number', 'point', 'subset', 'variou', 'method', 'anticip', 'error', 'reason', 'cost', 'compar', 'test', 'perform', 'method', 'data', 'convex', 'function', 'strategi', 'convex', 'triangul', 'actual', 'error', 'best', 'perform', 'measur', 'data', 'certain', 'quadrat', 'polynomi', 'equival', 'depend', 'locat', 'data', 'point', 'nonadapt', 'thin', 'numer', 'test', 'comparison', 'practic', 'adapt', 'algorithm', 'larg', 'data', 'set', 'faster']","['function', 'convex', 'data', 'delaunay', 'piecewis', 'scatter', 'function', 'subset', 'triangul', 'linear', 'thin', 'triangul', 'error', 'adapt']"
59,1744,"['converg', 'toland', 'critic', 'point', 'sequenc', 'function', 'applic', 'resolut', 'semilinear', 'ellipt', 'problem', 'prove', 'sequenc', 'sub', 'sub', 'function', 'differ', 'convex', 'function', 'converg', 'function', 'appropri', 'way', 'sub', 'critic', 'point', 'sub', 'sens', 'describ', 'toland', '1978', '1979', 'sub', 'sub', 'converg', 'critic', 'point', 'toland', 'sens', 'build', 'new', 'algorithm', 'search', 'critic', 'point', 'appli', 'order', 'comput', 'solut', 'semilinear', 'ellipt', 'equat']","['converg', 'toland', 'critic', 'point', 'sequenc', 'function', 'resolut', 'semilinear', 'ellipt', 'problem', 'sequenc', 'sub', 'sub', 'function', 'differ', 'convex', 'function', 'function', 'appropri', 'way', 'sub', 'critic', 'point', 'sub', 'sens', 'toland', 'sub', 'sub', 'critic', 'point', 'toland', 'sens', 'new', 'algorithm', 'search', 'critic', 'point', 'appli', 'order', 'comput', 'solut', 'semilinear', 'ellipt', 'equat']","['dc', 'equat', 'convex', 'problem', 'point', 'sequenc', 'converg', 'function', 'critic', 'ellipt', 'differ', 'semilinear']"
60,1701,"['estim', 'left', 'ventricular', 'deform', 'medic', 'imag', 'use', 'biomechan', 'model', 'quantit', 'estim', 'region', 'cardiac', 'deform', 'dimension', 'imag', 'sequenc', 'import', 'clinic', 'implic', 'assess', 'viabil', 'heart', 'wall', 'present', 'gener', 'methodolog', 'estim', 'soft', 'tissu', 'deform', 'integr', 'imag', 'deriv', 'inform', 'biomechan', 'model', 'appli', 'problem', 'cardiac', 'deform', 'estim', 'method', 'imag', 'modal', 'independ', 'imag', 'segment', 'interact', 'initi', 'correspond', 'establish', 'use', 'shape', 'track', 'approach', 'dens', 'motion', 'field', 'estim', 'use', 'transvers', 'isotrop', 'linear', 'elast', 'model', 'account', 'muscl', 'fiber', 'direct', 'left', 'ventricl', 'dens', 'motion', 'field', 'turn', 'use', 'calcul', 'deform', 'heart', 'wall', 'term', 'strain', 'cardiac', 'specif', 'direct', 'strain', 'obtain', 'use', 'approach', 'open', 'chest', 'dog', 'coronari', 'occlus', 'exhibit', 'high', 'correl', 'strain', 'produc', 'anim', 'use', 'implant', 'marker', 'good', 'agreement', 'previous', 'publish', 'result', 'literatur', 'propos', 'method', 'provid', 'quantit', 'region', 'estim', 'heart', 'deform']","['estim', 'ventricular', 'deform', 'medic', 'imag', 'biomechan', 'model', 'quantit', 'estim', 'region', 'cardiac', 'deform', 'dimension', 'imag', 'sequenc', 'import', 'clinic', 'implic', 'viabil', 'heart', 'wall', 'present', 'gener', 'methodolog', 'soft', 'tissu', 'deform', 'imag', 'inform', 'biomechan', 'model', 'problem', 'cardiac', 'deform', 'estim', 'method', 'imag', 'modal', 'independ', 'imag', 'initi', 'correspond', 'shape', 'approach', 'dens', 'motion', 'field', 'isotrop', 'linear', 'elast', 'model', 'account', 'fiber', 'direct', 'ventricl', 'dens', 'motion', 'field', 'turn', 'calcul', 'deform', 'heart', 'wall', 'term', 'cardiac', 'specif', 'direct', 'strain', 'approach', 'open', 'chest', 'dog', 'coronari', 'occlus', 'exhibit', 'high', 'correl', 'strain', 'anim', 'implant', 'marker', 'good', 'agreement', 'result', 'literatur', 'method', 'quantit', 'region', 'estim', 'heart', 'deform']","['magnet', 'open', 'imag', 'specif', 'estim', 'reson', 'left', 'model', '3', 'chest', 'model', 'medic', 'd', 'gener', 'sequenc', 'nonrigid', 'interact', 'motion', 'direct', 'methodolog', 'imag', 'isotrop', 'muscl', 'imag', 'biomechan', 'dog', 'fiber', 'deform', 'transvers', 'diagnost', 'elast', 'region', 'segment', 'quantit', 'ventricular', 'cardiac', 'linear']"
61,1882,"['bandwidth', 'gain', 'design', 'sub', 'infin', 'track', 'control', 'current', 'fed', 'induct', 'motor', 'describ', 'systemat', 'procedur', 'design', 'speed', 'rotor', 'flux', 'norm', 'track', 'sub', 'infin', 'control', 'unknown', 'load', 'torqu', 'disturb', 'current', 'fed', 'induct', 'motor', 'new', 'effect', 'design', 'tool', 'develop', 'allow', 'select', 'control', 'gain', 'adjust', 'disturb', 'reject', 'capabl', 'control', 'face', 'bandwidth', 'requir', 'close', 'loop', 'applic', 'propos', 'design', 'procedur', 'demonstr', 'case', 'studi', 'result', 'numer', 'simul', 'illustr', 'satisfactori', 'perform', 'achiev', 'presenc', 'rotor', 'resist', 'uncertainti']","['bandwidth', 'gain', 'sub', 'infin', 'control', 'current', 'fed', 'induct', 'motor', 'systemat', 'procedur', 'speed', 'rotor', 'flux', 'norm', 'sub', 'infin', 'control', 'unknown', 'load', 'torqu', 'disturb', 'current', 'fed', 'induct', 'motor', 'new', 'effect', 'design', 'tool', 'allow', 'select', 'control', 'gain', 'disturb', 'reject', 'capabl', 'control', 'bandwidth', 'requir', 'loop', 'applic', 'design', 'procedur', 'case', 'studi', 'result', 'numer', 'simul', 'satisfactori', 'perform', 'achiev', 'presenc', 'rotor', 'resist', 'uncertainti']","['h/sub', 'rotor', 'capabl', 'load', 'norm', 'control', 'infin', 'induct', 'feedback', 'requir', 'flux', 'observ', 'current', 'loop', 'close', 'fed', 'reject', '/', 'torqu', 'unknown', 'motor', 'bandwidth', 'disturb', 'speed', 'design', 'track', 'tool', 'linear']"
